created_at,tweet_text,location,name,clean_Tweet_NoPunct,clean_Tweet_NoPunctNoStop,clean_Tweet_NoPunctNoStopNoNumber,mapped_country
09-04-20 2:11,"RT @karinavaaleria: one of the nurses at my job volunteered to go help out with the pandemic in NYC, where COVID 19 has the most cases of t…",,em💛,one of the nurses at my job volunteered to go help out with the pandemic in nyc  where covid 19 has the most cases of t…,one nurses job volunteered go help pandemic nyc covid 19 cases t…,one nurses job volunteered go help pandemic nyc covid cases, Italia
09-04-20 2:11,"RT @HSFdn: The Heising-Simons Foundation has made a $500,000 grant to support @HomeGrownOrg’s Home-Based Child Care Emergency Fund, a relie…","Reston, VA",Bill Hudson,the heisingsimons foundation has made a  500000 grant to support  homegrownorg ’ s homebased child care emergency fund  a relie…,heisingsimons foundation made 500000 grant support homegrownorg ’ homebased child care emergency fund relie…,heisingsimons foundation made grant support homegrownorg homebased child care emergency fund, United States of America
09-04-20 2:11,"RT @PopCrave: .@JenniferStone, best known for her role of Harper Finkle on ‘Wizards of Waverly Place,’ reveals that she is a registered nur…",,markus,jenniferstone  best known for her role of harper finkle on ‘ wizards of waverly place  ’ reveals that she is a registered nur…,jenniferstone best known role harper finkle ‘ wizards waverly place ’ reveals registered nur…,jenniferstone best known role harper finkle wizards waverly place reveals registered, Italia
09-04-20 2:11,"RT @counterchekist: US IC knew about the COVID-19 outbreak in November.

Beijing didn’t quarantine Wuhan until January 23rd — MONTHS after…",A mote of dust  ,BentleyBreedl PhD,us ic knew about the covid19 outbreak in november  beijing didn ’ t quarantine wuhan until january 23rd — months after…,us ic knew covid19 outbreak november beijing ’ quarantine wuhan january 23rd — months after…,us ic knew outbreak november beijing quarantine wuhan january months,None
09-04-20 2:11,RT @airnewsalerts: #NewYork recorded single-day high for #coronavirus deaths yesterday. Governor Andrew Cuomo says 779 people died in last…,"Dahanu, India",Harsh Machhi,newyork recorded singleday high for  coronavirus deaths yesterday  governor andrew cuomo says 779 people died in last…,newyork recorded singleday high coronavirus deaths yesterday governor andrew cuomo says 779 people died last…,newyork recorded singleday high coronavirus deaths yesterday governor andrew cuomo says people died, India
09-04-20 2:11,RT @hickory66: Now the WHO and others are pushing the theory that the COVID-19 is attacking Blacks and Hispanic's at an alarming rate.  I h…,,mariefran,now the who and others are pushing the theory that the covid19 is attacking blacks and hispanic s at an alarming rate  i h…,others pushing theory covid19 attacking blacks hispanic alarming rate h…,others pushing theory attacking blacks hispanic alarming rate, Italia
09-04-20 2:11,"RT @dedona51: MN is my home state, and right now we have a low death rate from the #COVID19 

That is about to change, due to our Democrati…",Florida w/President Trump 2020,AcQuitted 4Ever ⭐️⭐️⭐️,mn is my home state  and right now we have a low death rate from the  covid19 that is about to change  due to our democrati…,mn home state right low death rate covid19 change due democrati…,mn home state right low death rate change due,None
09-04-20 2:11,RT @mc_kiah: Bernie didn’t drop out he suspended his campaign to focus his attention on covid-19. His name is still on the ballot he just i…,"California, USA",Djavanadon // 🍔🍟🍕//Commissions Closed,bernie didn ’ t drop out he suspended his campaign to focus his attention on covid19  his name is still on the ballot he just i…,bernie ’ drop suspended campaign focus attention covid19 name still ballot i…,bernie drop suspended campaign focus attention name still ballot, United States of America
09-04-20 2:11,RT @pallaviti: @PrakashJavdekar @PIB_India @MIB_India @moefcc Forests are the biodiversity hotspots I am surprised how can someone approve…,"Hyderabad, India",Citizens For Hyderabad,prakashjavdekar  pibindia  mibindia  moefcc forests are the biodiversity hotspots i am surprised how can someone approve…,prakashjavdekar pibindia mibindia moefcc forests biodiversity hotspots surprised someone approve…,prakashjavdekar pibindia mibindia moefcc forests biodiversity hotspots surprised someone, India
09-04-20 2:11,RT @televisionjam: Countries around the world have recorded an increase in cases of domestic violence as a result of the stay at home order…,,Tanya Hunter,countries around the world have recorded an increase in cases of domestic violence as a result of the stay at home order…,countries around world recorded increase cases domestic violence result stay home order…,countries around world recorded increase cases domestic violence result stay home, Italia
09-04-20 2:11,RT @Lucidya: we’re releasing our live dashboard for COVID-19 news across the world. This real-time dashboard tracks the number of cases all…,Jeddah,A. F. Shaker 🇸🇦🇸🇦🇸🇦,we ’ re releasing our live dashboard for covid19 news across the world  this realtime dashboard tracks the number of cases all…,’ releasing live dashboard covid19 news across world realtime dashboard tracks number cases all…,releasing live dashboard news across world realtime dashboard tracks number cases, Saudi Arabia / السعودية
09-04-20 2:11,RT @waglenikhil: BJP has threatened to do ‘Jail Bharo’ against Maharashtra minister @Awhadspeaks. BJP is not bothered about #coronavirus an…,,aliabbas,bjp has threatened to do ‘ jail bharo ’ against maharashtra minister  awhadspeaks  bjp is not bothered about  coronavirus an…,bjp threatened ‘ jail bharo ’ maharashtra minister awhadspeaks bjp bothered coronavirus an…,bjp threatened jail bharo maharashtra minister awhadspeaks bjp bothered coronavirus, Italia
09-04-20 2:11,"RT @mitchellvii: Fauci thinks #Hydroxychloroquine doesn't work, over-counting COVID-19 deaths is a ""conspiracy theory,"" 2 million will die,…",,Hummingbird🧘‍♂️,fauci thinks  hydroxychloroquine does nt work  overcounting covid19 deaths is a  conspiracy theory   2 million will die  …,fauci thinks hydroxychloroquine nt work overcounting covid19 deaths conspiracy theory 2 million die …,fauci thinks hydroxychloroquine nt work overcounting deaths conspiracy theory million die, Italia
